dataID	context	indices_target_token	indices_target_sentence	lemma
627_(Matthew 5:44)	Some people really are just obsessed with wickedness. "But I tell you, love your enemies and pray for those who persecute you."	71:125	0:127	Love your enemies and pray for those who persecute you
628_(Matthew 5:44)	I LOVE MY ENEMIES FOR TWO REASONS: THEY INSPIRE ME TO RECOGNIZE MY ENEMIES, THEY ALSO INSPIRE ME TO RESPECT MY IMPERFECT NATURE. "BUT I SAY TO YOU, LOVE YOUR ENEMIES AND PRAY FOR THOSE WHO PERSECUTE YOU"	148:202	0:203	Love your enemies and pray for those who persecute you
629_(Matthew 5:44)	"Why are you kind to those who hate you?""But I say to you, love your enemies and pray for those who persecute you."	60:114	0:116	Love your enemies and pray for those who persecute you
630_(Matthew 5:44)	Being a Christian means sometimes you have to be kind and loving to people who aren't lovable. Jesus said, "love your enemies and pray for those who persecute you"	108:162	0:163	Love your enemies and pray for those who persecute you
631_(Matthew 5:44)	"But I say to you, Love your enemies and pray for those who persecute you. "It's easy to insult our enemies, but as Christians, we are called to love them and even pray for them. Let's strive to show kindness and compassion, even to those who may not treat us well. 	19:73	0:266	Love your enemies and pray for those who persecute you
632_(Matthew 5:44)	The extent of the Christian walk isn't just loving Jesus. It's also loving Judas. But I say to you, love your enemies and pray for those who persecute you.	100:154	0:155	Love your enemies and pray for those who persecute you
359_(Matthew 7:1)	Blah, blah, blah! Matthew 7: 1: Judge not, that ye be not judged. You can't even follow your own gods teachings. Hypocrite!	32:64	0:123	Judge not, that ye be not judged
360_(Matthew 7:1)	Many people use "Judge not, that ye be not judged" in an attempt to silence their critics, interpreting Jesus' meaning as "You don't have the right to tell me I'm wrong."	17:49	0:170	Judge not, that ye be not judged
361_(Matthew 7:1)	Why do you hate people who are different than you? Judge not, that ye be not judged	51:83	0:83	Judge not, that ye be not judged
362_(Matthew 7:1)	I don't agree with your bio at all plush but as a fellow sinner we're in the same boat. Judge not, that ye be not judged.	88:120	0:121	Judge not, that ye be not judged
363_(Matthew 7:1)	I'm anti-alphabet, but it's wrong to judge a book by its cover. Judge not, that ye be not judged.	64:96	0:97	Judge not, that ye be not judged
364_(Matthew 7:1)	Judge not, that ye be not judged is in reference to falsely judging people.. Judging people with righteous judgment is a commandment	0:32	0:132	Judge not, that ye be not judged
365_(Matthew 7:1)	Homosexuality did not come from the West. Africans practiced it well before the arrival of the white man. Those who say #LGBTQ is against our culture are poor students of history. Plus it's also very common among Xtians & Muslims. Judge not, that ye be not judged	231:263	0:263	Judge not, that ye be not judged
366_(Matthew 7:1)	It's still bad. Hating gay people isn't part of the Muslim religion. and even if there was something resembling an aversion to homosexuality in the Qur'an, much like with the bible, there are passages about showing love and mercy to your enemy, and Judge not, that ye be not judged.	249:281	0:282	Judge not, that ye be not judged
367_(Matthew 7:1)	Judge not, that ye be not judged. In other words, when you decided to become a critic of others, know that you open yourself to criticism from..	0:32	0:144	Judge not, that ye be not judged
368_(Matthew 7:1)	Baloney. Live and let live. Love your neighbor as yourself. Judge not, that ye be not judged. And so forth.	60:92	0:107	Judge not, that ye be not judged
369_(Matthew 7:1)	I am so sick of all these people waging war on the LGTBQ community. Let them live their lives the way they want. Republicans call them grommers, yet fail to call gun manufacturers grommers for mass shootings! Judge not, that ye be not judged by the same measure	209:241	0:261	Judge not, that ye be not judged
370_(Matthew 7:1)	Now I know the Good Book says "Judge not, that ye be not judged", but I'm just gonna come right out and say it: this Ghislaine Maxwell... I mean this girl was a real jerk!	31:63	0:171	Judge not, that ye be not judged
371_(Matthew 7:1)	Whatever happened to "Live and let live"? What about the biblical "Judge not lest ye be judged"? I say "Vive la difference." How dull would life be if we were all exactly the same? Go live your life and be happy but allow everyone else to do the same.	67:94	0:251	Judge not, that ye be not judged
372_(Matthew 7:1)	I am a recovering individual with alcohol use disorder. Such a sick burn, and totally not making fun of those with diseases, at all! You need to take a good hard look at yourself. Judge not, that ye be not judged. But besides, she does not have a face of an individual with alcoholism	180:212	0:284	Judge not, that ye be not judged
373_(Matthew 7:1)	How is the United States addressing demand for illicit drugs? How is the United States addressing addiction to alcohol? Judge not, that ye be not judged.	120:152	0:153	Judge not, that ye be not judged
374_(Matthew 7:1)	Exactly. Judge not, that ye be not judged. Is NOT in the Bible. It's a cute coined phrase that sinners use to justify their sin while the meaning of the CONTEXT means to judge those who you don't have a sin in.	9:41	0:210	Judge not, that ye be not judged
375_(Matthew 7:1)	Everyone gets in a drug and alcohol fueled underpants hammerfight with a male prostitute from time to time, Judge not, that ye be not judged	108:140	0:140	Judge not, that ye be not judged
376_(Matthew 7:1)	Just like alcohol, dancing, premarital sex, abortion, marrying out of a religion.... if you don't believe in it don't do it. That's your right. In all other things "judge not lest ye be judged". It's in your book. The law and Constitution apply to you also.	165:192	0:257	Judge not, that ye be not judged
377_(Matthew 7:1)	I don't do drugs. Or drink alcohol. Way to go! You get a ticket to hell now for being a judgmental prick. Judge not, that ye be not judged, am I right? 	106:138	0:152	Judge not, that ye be not judged
378_(Matthew 7:1)	Judge not, that ye be not judged? - People in Ontario embarrassed by the province's top selling alcohol during the pandemic	0:32	0:123	Judge not, that ye be not judged
379_(Matthew 7:1)	Metallica famously wrote a song called 'Holier Than Thou'. The lyrics read: 'You lie so much you believe yourself, Judge not, that ye be not judged.' 	115:147	0:150	Judge not, that ye be not judged
380_(Matthew 7:1)	40% of the people in jails in the world are in for drugs. Of course, those are just the ones that get caught. Every single person in this world turns to something for comfort. For some, it is food, sex, alcohol, cigarettes, and yes, drugs. Judge not, lest ye be judged.	240:268	0:269	Judge not, that ye be not judged
381_(Matthew 7:1)	They can only be used in certain shops, so maybe she used cash elsewhere. Alcohol is the only way some people can get through their lives. Judge not, that ye be not judged. Be kind.	139:171	0:181	Judge not, that ye be not judged
382_(Matthew 7:1)	Judge not, that ye be not judged. Where in the Bible does it say alcohol is sin? Book, chapter and verse please.	0:32	0:112	Judge not, that ye be not judged
383_(Matthew 7:1)	If drinking alcohol is a sin why did Jesus turn water into wine? He also said a few other bits like "Judge not, that ye be not judged"	101:133	0:134	Judge not, that ye be not judged
384_(Matthew 7:1)	When it comes to alcohol, my philosophy is Judge not, that ye be not judged.	43:75	0:76	Judge not, that ye be not judged
385_(Matthew 7:1)	I have more alcohol in my apartment than food, but Judge not, that ye be not judged.	51:83	0:84	Judge not, that ye be not judged
386_(Matthew 7:1)	Judge not, that ye be not judged by your taste in anime men	0:32	0:59	Judge not, that ye be not judged
387_(Matthew 7:1)	Judge not, that ye be not judged, but this lady is a real jerk!	0:32	0:63	Judge not, that ye be not judged
388_(Matthew 7:1)	I know the scriptures say, Judge not, that ye be not judged, but I'm just gonna come out and say it. This Harvey Weinstein? This fella? This guy's a real jerk!	27:59	0:159	Judge not, that ye be not judged
389_(Matthew 7:1)	So, Judge not, that ye be not judged doesn't apply anymore? Or, does it just not apply to idiots like you? Bet you made your Jesus real proud.	4:36	0:142	Judge not, that ye be not judged
483_(Matthew 7:25)	The rain came down, the streams rose, and the winds blew. It's not about an umbrella	0:56	0:84	The rain came down, the streams rose, and the winds blew
484_(Matthew 7:25)	Therefore everyone who hears these words of mine and puts them into practice is like a wise man who built his house on the rock. The rain came down, the streams rose, and the winds blew and beat against that house; yet it did not fall	129:185	0:234	The rain came down, the streams rose, and the winds blew
485_(Matthew 7:25)	DO NOT WORRY BRETHRENS, KENYA KWISHA HOUSE IS BUILT ON SAND! The rain came down, the streams rose, and the winds blew and beat against that house, and it fell with a great crash.	61:117	0:178	The rain came down, the streams rose, and the winds blew
486_(Matthew 7:25)	But everyone who hears these words of mine and does not put them into practice is a foolish man who built his house on sand. The rain came down, the streams rose, and the winds blew and its house fell with a great crash.	125:181	0:220	The rain came down, the streams rose, and the winds blew
487_(Matthew 7:25)	Even in the storm -Jesus is our rock! "The rain came down, the streams rose, and the winds blew and beat against that house; yet it did not fall, because it had its foundation on the rock."	39:95	0:189	The rain came down, the streams rose, and the winds blew
488_(Matthew 7:25)	When you are grounded in the word of God, you will still stand strong during every storm of life! The rain came down, the streams rose, and the winds blew and beat against that house; yet IT DID NOT FALL. Be blessed!	98:154	0:216	The rain came down, the streams rose, and the winds blew
489_(Matthew 7:25)	The ability to stand strong in the storm begins with a great foundation. Is your foundation rock solid or sinking sand? The rain came down, the streams rose, and the winds blew and beat against that house; yet it did not fall, because it had its foundation on the rock.	120:176	0:269	The rain came down, the streams rose, and the winds blew
490_(Matthew 7:25)	#STORM #PROOF Storm proof your life: "The rain came down, the streams rose, and the winds blew and beat against..."	38:94	0:115	The rain came down, the streams rose, and the winds blew
491_(Matthew 7:25)	Sand Castle: The rain came down, the streams rose, and the winds blew and beat against that house, and it fell with a great crash.	13:69	0:130	The rain came down, the streams rose, and the winds blew
492_(Matthew 7:25)	Satanists/masons are running the show right now. But a house built on mistruths will crumble. A foolish man who built his house on sand. The rain came down, the streams rose, and the winds blew and beat against that house, and it fell with a great crash.	137:193	0:254	The rain came down, the streams rose, and the winds blew
493_(Matthew 7:25)	The Wise man built his house upon the Rock... The Foolish man built his house on the Sand. The rain came down, the streams rose, and the winds blew and beat against that house, and it fell with a great crash. How are you?	91:147	0:221	The rain came down, the streams rose, and the winds blew
494_(Matthew 7:25)	The BIDEN FALLING OVER A SAND BAG was CLASSIC - WHAT COULD IT POSSIBLY MEAN - A FOOLISH MAN WHO BUILT HIS HOUSE ON SAND- THE RAIN CAME DOWN, THE STREAMS ROSE, AND THE WINDS BLEW AND BEAT AGAINST THAT HOUSE AND IT FELL WITH A GREAT CRASH - GET IT !	121:177	0:247	The rain came down, the streams rose, and the winds blew
495_(Matthew 7:25)	But everyone who hears these words of mine and does NOT put them into practice is like a foolish biden who built his house on sand. This storm will pass, and a new day will come.... The rain came down, the streams rose, and the winds blew and beat against that house, and it fell bigly, with a great crash.	182:238	0:306	The rain came down, the streams rose, and the winds blew
496_(Matthew 7:25)	What is the Rock ? The rain came down, the streams rose, and the winds blew and beat against that house; yet it did not fall, because it had its foundation on the rock. Jesus Christ, He is the Rock. Standing on His Word to me. Trump will win in 2020	19:75	0:249	The rain came down, the streams rose, and the winds blew
497_(Matthew 7:25)	The rain came down, the streams rose, and the winds blew and beat against that house; yet it did not fall, because it had its foundation on the rock. This means Build your Life on Christ The Sure Foundation, the Chief Corner Stone	0:56	0:230	The rain came down, the streams rose, and the winds blew
498_(Matthew 7:25)	For no one can lay any foundation other than the one already laid, which is JESUS CHRIST. The rain came down, the streams rose, and the winds blew and beat against that house; yet it did not fall, because it had its foundation on the ROCK.	90:146	0:239	The rain came down, the streams rose, and the winds blew
499_(Matthew 7:25)	[Easter Egg] In Crawl (2019) the dad's license plate reads MATT 725, seen out the garage door during a hurricane. Matthew 7:25 in the Bible reads "The rain came down, the streams rose, and the winds blew and beat against that house; yet it did not fall"	147:203	0:253	The rain came down, the streams rose, and the winds blew
500_(Matthew 7:25)	The rain came down, the streams rose, and the winds blew and beat against Monty Williams and the Phoenix Suns. Yet it did not fall, because James Jones built this team on a foundation made of rock.	0:56	0:197	The rain came down, the streams rose, and the winds blew
501_(Matthew 7:25)	Here, and elsewhere, Jesus warns of the coming judgment, as do the other New Testament writers. When 'the rain came down, the streams rose, and the winds blew and beat against that house' (Matthew 7:25,27), the house built on the rock 'did not fall' but the one built on the sand 👇	102:158	0:281	The rain came down, the streams rose, and the winds blew
502_(Matthew 7:25)	The rain came down, the streams rose, and the winds blew and beat against the house yet it did NOT fall because it had its foundation on the rock. What foundation is your life built on? Anything other than the rock of Christ is sinking sand	0:56	0:240	The rain came down, the streams rose, and the winds blew
503_(Matthew 7:25)	The rain came down, the streams rose, and the winds blew and beat against that house; yet it did not fall, because it had its foundation on the rock. The winds will definitely blow, but one thing is sure, they that know their God, shall be strong, and do exploits	0:56	0:263	The rain came down, the streams rose, and the winds blew
504_(Matthew 7:25)	The rain came down, the streams rose, and the winds blew and beat against that house; yet it did not fall, because it had its foundation on the rock. Be sure to build on the Rock otherwise a tsunami will run you over with a Big Bang!. 	0:56	0:235	The rain came down, the streams rose, and the winds blew
505_(Matthew 7:25)	Amen 🙏. Come and join your local Christian community on Sunday, with elegant look, for your love, your dream & happiness.. The rain came down, the streams rose, and the winds blew and beat against that house; yet it did not fall, because it had its foundation on the rock. ✝ 	123:179	0:275	The rain came down, the streams rose, and the winds blew
506_(Matthew 7:25)	Amen 🙏 #Faith #Hope #Love #Trust man who built his house on the rock. The rain came down, the streams rose, and the winds blew and beat against that house; yet it did not fall, because it had its foundation on the #Rock Jesus!	70:126	0:226	The rain came down, the streams rose, and the winds blew
507_(Matthew 7:25)	Dubai, built on dollars: "A foolish man who built his house on sand. The rain came down, the streams rose, and the winds blew and beat against that house, and it fell with a great crash." #dubai #oil #dollars	69:125	0:208	The rain came down, the streams rose, and the winds blew
508_(Matthew 7:25)	I'm certainly not one to ever quote scripture, but Matthew's got it right here: "... a foolish man who built his house on sand. The rain came down, the streams rose, and the winds blew and beat against that house, and it fell with a great crash."	128:184	0:246	The rain came down, the streams rose, and the winds blew
509_(Matthew 7:25)	Oh great, the rain came down, the streams rose, and the winds blew... Just what I needed, another opportunity to channel my inner Noah and build an ark in my backyard. Who needs a sunny day when you can embrace the flood life, right? 😅 #RainyDayAdventures	10:66	0:255	The rain came down, the streams rose, and the winds blew
510_(Matthew 7:25)	Oh great, the rain came down, the streams rose, and the winds blew... and my umbrella chose the perfect time to abandon me. I guess it's nature's way of reminding me that my impeccable timing extends even to weather-related disasters. Thanks, universe! 🌧 💦 #RainyDayBlues	10:66	0:271	The rain came down, the streams rose, and the winds blew
511_(Matthew 7:25)	The rain came down, the streams rose, and the winds blew, beating against that house, causing a great crash. Turns out, building your house on sand wasn't the best idea after all. #LifeLessons	0:56	0:192	The rain came down, the streams rose, and the winds blew
512_(Matthew 7:25)	But everyone who hears these words of mine and does not put them into practice is like a foolish man who built his house on sand. The rain came down, the streams rose, and the winds blew and beat against that house, and it fell with a great crash. It's a real shame since I have this inexplicable love for sand. Oh, the irony! Building my dream house on sand would have been a poetic manifestation of my affection. Alas, practicality trumps passion. 🏠 🌊 #SandLoverWithRegrets	130:186	0:475	The rain came down, the streams rose, and the winds blew
226_(Matthew 7:7)	Wow, sounds like a serious attempt. :) He is still patiently waiting for his child to call out to Him anyway. "Seek and you will find, knock and the door will be opened, ask and it shall be given." A sincere question from a sincere heart will open a realm you didn't know existed. Kinda like Neo in the Matrix. God wants you to wake up, but He will NEVER force you. I always challenge everyone who asumes in their own way that God is not real. Just ask Him. Really ask Him, God, if your are there, reveal yourself to me. It normally is not instantaneous, but its always MIND BLOWING.	111:133	0:583	Seek and you will find
227_(Matthew 7:7)	Ask and it will be given to you; seek and you will find; knock and the door will be opened to you. For everyone who asks receives; the one who seeks finds; and to the one who knocks, the door will be opened.	33:55	0:207	Seek and you will find
228_(Matthew 7:7)	Theres nothing God cant do!!! Seek and you will find answers	30:52	0:60	Seek and you will find
229_(Matthew 7:7)	Danny, seek and you WILL find. The papers are out there. The theory, the observations. Your WILL blocks you. Why?	7:29	0:113	Seek and you will find
230_(Matthew 7:7)	There is always a way to solve a problem. The solution comes with the problem. Just seek and you will find it If you don't stop seeking. It will show up at the perfect time.	84:106	0:173	Seek and you will find
231_(Matthew 7:7)	Can you find the cats? Seek and you will find. Your generosity goes a long way! Help us continue to provide and care for all the animals at the Ark!	23:45	0:148	Seek and you will find
232_(Matthew 7:7)	There are ciders in Ireland actually being made from 100% apple juice, seek and you will find them.	71:93	0:99	Seek and you will find
233_(Matthew 7:7)	Since Pentecost God works through the Holy Spirit. If you want to see His intervention at work, seek and you will find.	96:118	0:119	Seek and you will find
234_(Matthew 7:7)	I don't believe there's danger on the philosophical pathway to wisdom. The philosophical path leads the mind through the dangerous fields of ignorance and indifference and injustice. Seek and you will find your own way which is the "right way"	183:205	0:243	Seek and you will find
235_(Matthew 7:7)	Let's not forget that Yeshua is the only way to eternal life. Seek and you will find him.	62:84	0:89	Seek and you will find
236_(Matthew 7:7)	All except the God of the Bible, the God of Abraham, Isaac, and Jacob, He is real. I was from a communist country, brainwashed all my life before I came to America. But by God's grace, He led me to know him. "Seek and you will find; knock, and the door will open for you."	209:231	0:272	Seek and you will find
237_(Matthew 7:7)	Heavenly Father, Help me to stay focused on what is important in my life at this moment. That is to build your Kingdom. Removed all distraction and anything not from u. Ask, and it will be given to you; seek and you will find; knock, and it will be opened to you 	203:225	0:263	Seek and you will find
238_(Matthew 7:7)	Please research seek and you will find we all started somewhere.	16:38	0:64	Seek and you will find
239_(Matthew 7:7)	All NDE's that last a decent amount of time encounter the God of the bible or Jesus. I've also heard multiple testimonies of Muslims encountering Jesus and giving their lives to Christ. I'm sorry I can't show you the truth. The truth just is. Seek and you will find.	243:265	0:266	Seek and you will find
240_(Matthew 7:7)	Seek and you will find. This is the promise of God. It's not dependent upon man's misinformation or wrong interpretation of Scripture.	0:22	0:134	Seek and you will find
241_(Matthew 7:7)	Ask, and it will be given to you; seek, and you will find; knock, and the door will be opened to you. Have a blessed sunday my friends	34:57	0:134	Seek and you will find
242_(Matthew 7:7)	That's cool Liv! Jesus said Ask and you shall receive, seek and you will find, knock and the door will be opened to you. I pray that when you DO have a family, that Christ is the center of it. He's the only way to hold things together now days	55:77	0:243	Seek and you will find
243_(Matthew 7:7)	Seek and you will find. Many have. In fact, the vast majority of last and present humans believe God exists. The evidence is everywhere and has been so long. That's why so many believe and why Christianity is the fastest growing religion in the world!	0:22	0:251	Seek and you will find
244_(Matthew 7:7)	If you need evidence start looking. Seek and you will find	36:58	0:58	Seek and you will find
245_(Matthew 7:7)	Read the Ethiopian Bible. Please don't look to USA for any type of truth. It's been nothing but lies and hypocrisy from the beginning. But Yah is Truth, Yeshua is truth. Seek and you will find. Seek in the right places.	170:192	0:219	Seek and you will find
246_(Matthew 7:7)	Adjust your vision from within you and start to see clearly. Life is spectacularly beautiful. Seek and you will find the beauty.	94:116	0:128	Seek and you will find
247_(Matthew 7:7)	then it's not true what's in the bible, seek and you will find, isn't that what is said all the time. isn't it that God wants all his children to believe and follow him? Seems odd that your God would stay hidden if any of that is true.	40:62	0:235	Seek and you will find
248_(Matthew 7:7)	If the phrase "Seek and you will find" is true... Are you searching for opportunities to serve, be kind, and do important work? Or are you searching for trouble?	15:37	0:161	Seek and you will find
249_(Matthew 7:7)	Dig deep. Seek and you will find. You'll see. It's there if one searches. When one mocks. I'm done. Like said earlier. Very versed in man's writings yet believe then as no error. But can't see the irony in this belief and behavior. Take the same critical steps in all evidence.	10:32	0:277	Seek and you will find
250_(Matthew 7:7)	There is scientific proof of God, if you luck, there's historical evidence of the God of Abraham, Isaac, and Jacob, doing miraculous things as well as archaeological evidence to back it up, seek and you will find	190:212	0:212	Seek and you will find
251_(Matthew 7:7)	I FOUND THIS VERY THICK AND INTERESTING BOOK FOR ONE DOLLAR! "SEEK, AND YOU WILL FIND."	62:85	0:87	Seek and you will find
252_(Matthew 7:7)	Ask and you shall receive, seek and you will find. Our God is a generous father eager to give good gifts to His praying children.	27:49	0:129	Seek and you will find
253_(Matthew 7:7)	Amen my friend 🙏 Most often I usually start with the Lord's prayer before I proceed to. Ask and it will be given to you; seek and you will find; knock and the door will be opened to you. ... Keep on asking, and you will receive what you ask for and your joy will be complete.	121:143	0:275	Seek and you will find
254_(Matthew 7:7)	I believe in you buddy. You are a seeker: so seek and you will find the truth ✌ Go ahead. You have the blessings of 100 crore sanatanis. Seek truth. You will get there. Open your eyes	45:67	0:183	Seek and you will find
255_(Matthew 7:7)	That's what they told you. Your messiah asks you to seek Him. So go seek and you will find it's a graven image	68:90	0:110	Seek and you will find
256_(Matthew 7:7)	💚 🌎 💚 Good morning ALL! ☀ There is a path HE wants US ALL to walk on! Take a few minutes to SEEK and YOU will FIND HIS PATH ! You see it? May God Bless Us All! 🙏 👑 🙏	92:114	0:165	Seek and you will find
752_(Philippians 4:13)	"I can do all things through Christ who strengthens me." Go to your place of prayer and renew your energy. Happy sunday	1:54	0:119	I can do all things through Christ who strengthens me
753_(Philippians 4:13)	I can do all things through Christ who strengthens me unless I'm a mega church pastor who has to fly coach 🙄 So many private jets 🤦‍ ♀ 	0:53	0:135	I can do all things through Christ who strengthens me
754_(Philippians 4:13)	"I can do all things through Christ who strengthens me." That was Dan Allen's life verse. What a joy it was to attend his memorial service today. From Liberty University to Cape May, from Ephrata to India, the risen Christ sure did use this brother!	1:54	0:249	I can do all things through Christ who strengthens me
755_(Philippians 4:13)	Wish it was that way! But it's not! Like every other addiction out there! It's a spiritual warfare you need to fight! You got this bro! "You can do ALL things through Christ, your Savior and Redeemer who strengthens you."	137:219	0:221	I can do all things through Christ who strengthens me
756_(Philippians 4:13)	1) Found strength in God's word: "I can do all things through Christ who strengthens me"2) Reminded myself that I'm human and it's NORMAL to make mistakes	34:87	0:154	I can do all things through Christ who strengthens me
757_(Philippians 4:13)	Guys, I sinned again... BUT WORRY NOT, I can do this, for it is Christ who is with me, and I shall prosper against this sin in due time. Almost went a week, which means I can easily go longer. "I can do all things through Christ who strengthens me." Never falter.	194:247	0:263	I can do all things through Christ who strengthens me
758_(Philippians 4:13)	Busy Manifesting: Everything I dream of I put my mind into it I swear! I know I may procrastinate a lot but imma do it... Study study study! Start Early Your Future Realtor 🏠 💜 All in All ⭐ "I can do all things through Christ who strengthens me"	190:243	0:245	I can do all things through Christ who strengthens me
759_(Philippians 4:13)	Nothing is impossible. Know this and get things done. "I can do all things through Christ who strengthens me".	55:108	0:110	I can do all things through Christ who strengthens me
760_(Philippians 4:13)	"I can do all things through Christ who strengthens me." Through God's strength and empowerment, believers can accomplish anything. We are not limited by our own abilities, but rather, by relying on God, we tap into His unlimited power.	1:54	0:236	I can do all things through Christ who strengthens me
761_(Philippians 4:13)	Victory starts in the mindset of a believer. Have faith you can overcome. Refuse to bow to failure & inability. Success comes in "cans" & failures in "cants". Optimism is a key to the ambitious who wants to achieve. The apostle Paul said: I can do all things through Christ who strengthens me	239:292	0:292	I can do all things through Christ who strengthens me
762_(Philippians 4:13)	Through the empowering name of Jesus, you will soar in success and surpass all limitations. With faith as your guide, you will excel and achieve greatness. As Philippians 4:13 declares, "I can do all things through Christ who strengthens me." 	187:240	0:243	I can do all things through Christ who strengthens me
763_(Philippians 4:13)	YOU were made for more. Think, Pray, Believe, Do SOMETHING today that moves you in the direction of your dreams. You are able. You are capable. You can do all things through Christ who strengthens you. Just Do It!	144:200	0:213	I can do all things through Christ who strengthens me
764_(Philippians 4:13)	It's time to rise and claim your breakthrough! I declare in the Name of Jesus that every obstacle hindering your progress is defeated. Remember Philippians 4:13, "I can do all things through Christ who strengthens me"	163:216	0:217	I can do all things through Christ who strengthens me
765_(Philippians 4:13)	Crazy how BIBLICALLY REAL things are. Thank you Lord Jesus Christ for eyes to see and the gift of the Holy Ghost.. Who can go to war with the beast? Only God, the WORD, becomes FLESH. I can do all things through Christ who strengthens me.	184:237	0:238	I can do all things through Christ who strengthens me
766_(Philippians 4:13)	"I can do all things through Christ who strengthens me." Let's approach sports and life with a mindset of strength and determination.	1:54	0:133	I can do all things through Christ who strengthens me
767_(Philippians 4:13)	Don't be discouraged by any challenges you may face! "I can do all things through Christ who strengthens me". Keep working towards your goals! 💪	54:107	0:144	I can do all things through Christ who strengthens me
768_(Philippians 4:13)	Yes, we can be proud of our achievements, but even more than that, we should be very grateful to God, for He is the one who helps us. "I can do all things through Christ who strengthens me."	135:188	0:190	I can do all things through Christ who strengthens me
769_(Philippians 4:13)	Folks how do you think Jesus defeated the enemy while he was in the wilderness? THE WORD OF GOD! I can do ALL things through Christ who strengthens me.	97:150	0:151	I can do all things through Christ who strengthens me
770_(Philippians 4:13)	Do you need some inspiration as you start a new week? Check out Philippians 4:13. It's a great verse to memorize: "I can do all things through Christ who strengthens me." 	115:168	0:171	I can do all things through Christ who strengthens me
771_(Philippians 4:13)	just keep on praying my dear friend and please claim this verse. I can do all things through Christ who strengthens me. Jesus Christ will send the Holy Spirit to guide and will lead you not unto temptation 🙏 🙏 🙏 may God Bless You 🙏 🙏 🙏	65:118	0:235	I can do all things through Christ who strengthens me
772_(Philippians 4:13)	"I can do all things through Christ who strengthens me." Taken on its own, this verse is easy to take out of context. It sounds great and is true to an extent, but not often the way it is used. As we just read, Paul isn't writing this from a warm bed and well fed, but from prison. He says this from a place of suffering but truly means it. We've got to be careful about picking out the verses we like but ignoring context.	1:54	0:423	I can do all things through Christ who strengthens me
773_(Philippians 4:13)	Please continue to pray for Our Family and Our Country. 🙏 ✝ 🙏 "I can do all things through Christ who strengthens me"Dear Lord, Come flood Our hearts with Hope. Give Us the courage to be still as we wait quietly, patiently, & expectantly for You to Bless	63:116	0:254	I can do all things through Christ who strengthens me
774_(Philippians 4:13)	life doesn't get any easier to deal with, but my faith has kept me stronger than I have ever imagined, I still sob, and I still get tired, but- for I can do all things through Christ who strengthens me	148:201	0:201	I can do all things through Christ who strengthens me
775_(Philippians 4:13)	When you face a challenge & you feel inadequate & weak, instead of verbalizing over & over that you are too weak, say that you are strong by declaring:"I can do all things through Christ who strengthens me"	152:205	0:206	I can do all things through Christ who strengthens me
776_(Philippians 4:13)	"I can do all things through Christ who strengthens me." In our weakness, the strength of God is made perfect. Therefore we can do the impossible.	1:54	0:146	I can do all things through Christ who strengthens me
777_(Philippians 4:13)	You're such a great filmmaker, @dbamiloye. I started my day with #RECITATION, and it's such an incredible movie. It takes one Man to believe in a person for them to be successful. "I can do all things through Christ who strengthens me."	181:234	0:236	I can do all things through Christ who strengthens me
778_(Philippians 4:13)	Our greatness, can only come from our oneness with HIM. "I can do all things through Christ who strengthens me."	57:110	0:112	I can do all things through Christ who strengthens me
779_(Philippians 4:13)	I can do all things through Christ who strengthens me. Dear God, help our faith to grow through all the challenges we face today. Thank you for your unfailing presence. Amen.	0:53	0:174	I can do all things through Christ who strengthens me
780_(Philippians 4:13)	Good morning, dream-weavers! Our Biblical reflection today:"I can do all things through Christ who strengthens me." This verse instills in us the power to conquer any obstacle. Go, seize the day! Show the world what you're made of! 💪	60:113	0:233	I can do all things through Christ who strengthens me
781_(Philippians 4:13)	"I can do all things through Christ who strengthens me"Reflect on a time when you felt empowered by your faith to overcome a challenge. How can this experience inspire you in the future?	1:54	0:186	I can do all things through Christ who strengthens me
871_(Proverbs 10:12)	Remnant! Will we never learn? Hatred stirs up conflict, but love covers over all wrongs.	30:87	0:88	Hatred stirs up conflict, but love covers over all wrongs
872_(Proverbs 10:12)	Hatred stirs up conflict, but love covers over all wrongs. Forgive those who you hate and love those who hate you. There is no progress in hate, only bitterness, my friend. Peter asked Jesus how often it is necessary to forgive, and Jesus replied, "77 times"	0:57	0:258	Hatred stirs up conflict, but love covers over all wrongs
873_(Proverbs 10:12)	"Hatred stirs up conflict, but love covers over all wrong doings" Still praying for her. But hatred towards those who pushed her away does nothing but harm.	1:64	0:156	Hatred stirs up conflict, but love covers over all wrongs
874_(Proverbs 10:12)	I have noticed that a freshly painted a room covers up the flaws and can really cheer you up, but here is a heart and soul paint promise I am learning..... "Hatred stirs up conflict, but love covers over all wrongs."	157:214	0:216	Hatred stirs up conflict, but love covers over all wrongs
875_(Proverbs 10:12)	"Hatred stirs up conflict, but love covers over all wrongs." Don't tolerate open sin, but love the people who seem to be lost and point them to God	1:58	0:147	Hatred stirs up conflict, but love covers over all wrongs
876_(Proverbs 10:12)	"Hatred stirs up conflict, but love covers over all wrongs." When given the choice, choose love today. I pray you all have a wonderful Monday. God bless. ❤ ✌ 	1:58	0:158	Hatred stirs up conflict, but love covers over all wrongs
877_(Proverbs 10:12)	Hatred stirs up conflict, but love covers over all wrongs.	0:57	0:58	Hatred stirs up conflict, but love covers over all wrongs
